check,raw_header,raw_value,clean_value,pass
demand/source_row28/material_type,物资类型,应急食品,应急食品,True
demand/source_row28/box_count,总需求箱数,1,1,True
demand/source_row28/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row28/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row28/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row28/priority,应急优先系数,10,10,True
demand/source_row28/first_deadline_s,首批截止时间（s）,,,True
demand/source_row28/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row29/service_id,服务区编号,S007,S007,True
demand/source_row29/material_type,物资类型,生活卫生用品,生活卫生用品,True
demand/source_row29/box_count,总需求箱数,1,1,True
demand/source_row29/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row29/weight_kg,单箱质量（kg）,6,6.0,True
demand/source_row29/volume_m3,单箱体积（m³）,0.035,0.035,True
demand/source_row29/priority,应急优先系数,8,8,True
demand/source_row29/first_deadline_s,首批截止时间（s）,,,True
demand/source_row29/expected_s,期望送达时间（s）,10800,10800.0,True
demand/source_row30/service_id,服务区编号,S008,S008,True
demand/source_row30/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row30/box_count,总需求箱数,1,1,True
demand/source_row30/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row30/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row30/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row30/priority,应急优先系数,20,20,True
demand/source_row30/first_deadline_s,首批截止时间（s）,7200,7200.0,True
demand/source_row30/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row31/service_id,服务区编号,S008,S008,True
demand/source_row31/material_type,物资类型,饮用水,饮用水,True
demand/source_row31/box_count,总需求箱数,2,2,True
demand/source_row31/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row31/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row31/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row31/priority,应急优先系数,10,10,True
demand/source_row31/first_deadline_s,首批截止时间（s）,7200,7200.0,True
demand/source_row31/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row32/service_id,服务区编号,S008,S008,True
demand/source_row32/material_type,物资类型,应急食品,应急食品,True
demand/source_row32/box_count,总需求箱数,1,1,True
demand/source_row32/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row32/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row32/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row32/priority,应急优先系数,8,8,True
demand/source_row32/first_deadline_s,首批截止时间（s）,,,True
demand/source_row32/expected_s,期望送达时间（s）,10800,10800.0,True
demand/source_row33/service_id,服务区编号,S008,S008,True
demand/source_row33/material_type,物资类型,生活卫生用品,生活卫生用品,True
demand/source_row33/box_count,总需求箱数,1,1,True
demand/source_row33/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row33/weight_kg,单箱质量（kg）,6,6.0,True
demand/source_row33/volume_m3,单箱体积（m³）,0.035,0.035,True
demand/source_row33/priority,应急优先系数,6,6,True
demand/source_row33/first_deadline_s,首批截止时间（s）,,,True
demand/source_row33/expected_s,期望送达时间（s）,14400,14400.0,True
demand/source_row34/service_id,服务区编号,S009,S009,True
demand/source_row34/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row34/box_count,总需求箱数,1,1,True
demand/source_row34/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row34/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row34/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row34/priority,应急优先系数,16,16,True
demand/source_row34/first_deadline_s,首批截止时间（s）,10800,10800.0,True
demand/source_row34/expected_s,期望送达时间（s）,10800,10800.0,True
demand/source_row35/service_id,服务区编号,S009,S009,True
demand/source_row35/material_type,物资类型,饮用水,饮用水,True
demand/source_row35/box_count,总需求箱数,1,1,True
demand/source_row35/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row35/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row35/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row35/priority,应急优先系数,8,8,True
demand/source_row35/first_deadline_s,首批截止时间（s）,10800,10800.0,True
demand/source_row35/expected_s,期望送达时间（s）,10800,10800.0,True
demand/source_row36/service_id,服务区编号,S009,S009,True
demand/source_row36/material_type,物资类型,应急食品,应急食品,True
demand/source_row36/box_count,总需求箱数,1,1,True
demand/source_row36/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row36/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row36/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row36/priority,应急优先系数,6,6,True
demand/source_row36/first_deadline_s,首批截止时间（s）,,,True
demand/source_row36/expected_s,期望送达时间（s）,14400,14400.0,True
demand/source_row37/service_id,服务区编号,S010,S010,True
demand/source_row37/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row37/box_count,总需求箱数,1,1,True
demand/source_row37/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row37/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row37/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row37/priority,应急优先系数,24,24,True
demand/source_row37/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row37/expected_s,期望送达时间（s）,3600,3600.0,True
demand/source_row38/service_id,服务区编号,S010,S010,True
demand/source_row38/material_type,物资类型,饮用水,饮用水,True
demand/source_row38/box_count,总需求箱数,1,1,True
demand/source_row38/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row38/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row38/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row38/priority,应急优先系数,12,12,True
demand/source_row38/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row38/expected_s,期望送达时间（s）,3600,3600.0,True
demand/source_row39/service_id,服务区编号,S010,S010,True
demand/source_row39/material_type,物资类型,应急食品,应急食品,True
demand/source_row39/box_count,总需求箱数,1,1,True
demand/source_row39/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row39/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row39/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row39/priority,应急优先系数,10,10,True
demand/source_row39/first_deadline_s,首批截止时间（s）,,,True
demand/source_row39/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row40/service_id,服务区编号,S011,S011,True
demand/source_row40/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row40/box_count,总需求箱数,1,1,True
demand/source_row40/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row40/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row40/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row40/priority,应急优先系数,16,16,True
demand/source_row40/first_deadline_s,首批截止时间（s）,10800,10800.0,True
demand/source_row40/expected_s,期望送达时间（s）,10800,10800.0,True
demand/source_row41/service_id,服务区编号,S011,S011,True
demand/source_row41/material_type,物资类型,饮用水,饮用水,True
demand/source_row41/box_count,总需求箱数,1,1,True
demand/source_row41/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row41/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row41/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row41/priority,应急优先系数,8,8,True
demand/source_row41/first_deadline_s,首批截止时间（s）,10800,10800.0,True
demand/source_row41/expected_s,期望送达时间（s）,10800,10800.0,True
demand/source_row42/service_id,服务区编号,S011,S011,True
demand/source_row42/material_type,物资类型,应急食品,应急食品,True
demand/source_row42/box_count,总需求箱数,1,1,True
demand/source_row42/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row42/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row42/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row42/priority,应急优先系数,6,6,True
demand/source_row42/first_deadline_s,首批截止时间（s）,,,True
demand/source_row42/expected_s,期望送达时间（s）,14400,14400.0,True
demand/source_row43/service_id,服务区编号,S012,S012,True
demand/source_row43/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row43/box_count,总需求箱数,1,1,True
demand/source_row43/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row43/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row43/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row43/priority,应急优先系数,22,22,True
demand/source_row43/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row43/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row44/service_id,服务区编号,S012,S012,True
demand/source_row44/material_type,物资类型,饮用水,饮用水,True
demand/source_row44/box_count,总需求箱数,1,1,True
demand/source_row44/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row44/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row44/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row44/priority,应急优先系数,12,12,True
demand/source_row44/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row44/expected_s,期望送达时间（s）,3600,3600.0,True
demand/source_row45/service_id,服务区编号,S012,S012,True
demand/source_row45/material_type,物资类型,应急食品,应急食品,True
demand/source_row45/box_count,总需求箱数,1,1,True
demand/source_row45/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row45/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row45/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row45/priority,应急优先系数,10,10,True
demand/source_row45/first_deadline_s,首批截止时间（s）,,,True
demand/source_row45/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row46/service_id,服务区编号,S013,S013,True
demand/source_row46/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row46/box_count,总需求箱数,1,1,True
demand/source_row46/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row46/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row46/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row46/priority,应急优先系数,24,24,True
demand/source_row46/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row46/expected_s,期望送达时间（s）,3600,3600.0,True
demand/source_row47/service_id,服务区编号,S013,S013,True
demand/source_row47/material_type,物资类型,饮用水,饮用水,True
demand/source_row47/box_count,总需求箱数,1,1,True
demand/source_row47/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row47/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row47/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row47/priority,应急优先系数,12,12,True
demand/source_row47/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row47/expected_s,期望送达时间（s）,3600,3600.0,True
demand/source_row48/service_id,服务区编号,S013,S013,True
demand/source_row48/material_type,物资类型,应急食品,应急食品,True
demand/source_row48/box_count,总需求箱数,1,1,True
demand/source_row48/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row48/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row48/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row48/priority,应急优先系数,10,10,True
demand/source_row48/first_deadline_s,首批截止时间（s）,,,True
demand/source_row48/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row49/service_id,服务区编号,S014,S014,True
demand/source_row49/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row49/box_count,总需求箱数,1,1,True
demand/source_row49/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row49/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row49/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row49/priority,应急优先系数,22,22,True
demand/source_row49/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row49/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row50/service_id,服务区编号,S014,S014,True
demand/source_row50/material_type,物资类型,饮用水,饮用水,True
demand/source_row50/box_count,总需求箱数,1,1,True
demand/source_row50/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row50/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row50/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row50/priority,应急优先系数,12,12,True
demand/source_row50/first_deadline_s,首批截止时间（s）,3600,3600.0,True
demand/source_row50/expected_s,期望送达时间（s）,3600,3600.0,True
demand/source_row51/service_id,服务区编号,S014,S014,True
demand/source_row51/material_type,物资类型,应急食品,应急食品,True
demand/source_row51/box_count,总需求箱数,1,1,True
demand/source_row51/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row51/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row51/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row51/priority,应急优先系数,10,10,True
demand/source_row51/first_deadline_s,首批截止时间（s）,,,True
demand/source_row51/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row52/service_id,服务区编号,S015,S015,True
demand/source_row52/material_type,物资类型,医疗物资,医疗物资,True
demand/source_row52/box_count,总需求箱数,1,1,True
demand/source_row52/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row52/weight_kg,单箱质量（kg）,3,3.0,True
demand/source_row52/volume_m3,单箱体积（m³）,0.012,0.012,True
demand/source_row52/priority,应急优先系数,18,18,True
demand/source_row52/first_deadline_s,首批截止时间（s）,7200,7200.0,True
demand/source_row52/expected_s,期望送达时间（s）,7200,7200.0,True
demand/source_row53/service_id,服务区编号,S015,S015,True
demand/source_row53/material_type,物资类型,饮用水,饮用水,True
demand/source_row53/box_count,总需求箱数,1,1,True
demand/source_row53/first_batch_count,首批必须送达箱数,1,1,True
demand/source_row53/weight_kg,单箱质量（kg）,14,14.0,True
demand/source_row53/volume_m3,单箱体积（m³）,0.027,0.027,True
demand/source_row53/priority,应急优先系数,8,8,True
demand/source_row53/first_deadline_s,首批截止时间（s）,10800,10800.0,True
demand/source_row53/expected_s,期望送达时间（s）,10800,10800.0,True
demand/source_row54/service_id,服务区编号,S015,S015,True
demand/source_row54/material_type,物资类型,应急食品,应急食品,True
demand/source_row54/box_count,总需求箱数,1,1,True
demand/source_row54/first_batch_count,首批必须送达箱数,0,0,True
demand/source_row54/weight_kg,单箱质量（kg）,8,8.0,True
demand/source_row54/volume_m3,单箱体积（m³）,0.028,0.028,True
demand/source_row54/priority,应急优先系数,6,6,True
demand/source_row54/first_deadline_s,首批截止时间（s）,,,True
demand/source_row54/expected_s,期望送达时间（s）,14400,14400.0,True
boxes/source_row2/box_id,货箱编号,S001-MED-01,S001-MED-01,True
boxes/source_row2/service_id,服务区编号,S001,S001,True
boxes/source_row2/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row2/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row2/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row2/first_batch_text,是否首批保障,是,是,True
boxes/source_row2/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row2/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row2/priority,应急优先系数,24,24,True
boxes/source_row3/box_id,货箱编号,S001-MED-02,S001-MED-02,True
boxes/source_row3/service_id,服务区编号,S001,S001,True
boxes/source_row3/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row3/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row3/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row3/first_batch_text,是否首批保障,否,否,True
boxes/source_row3/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row3/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row3/priority,应急优先系数,24,24,True
boxes/source_row4/box_id,货箱编号,S001-WAT-01,S001-WAT-01,True
boxes/source_row4/service_id,服务区编号,S001,S001,True
boxes/source_row4/material_type,物资类型,饮用水,饮用水,True
boxes/source_row4/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row4/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row4/first_batch_text,是否首批保障,是,是,True
boxes/source_row4/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row4/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row4/priority,应急优先系数,12,12,True
boxes/source_row5/box_id,货箱编号,S001-WAT-02,S001-WAT-02,True
boxes/source_row5/service_id,服务区编号,S001,S001,True
boxes/source_row5/material_type,物资类型,饮用水,饮用水,True
boxes/source_row5/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row5/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row5/first_batch_text,是否首批保障,否,否,True
boxes/source_row5/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row5/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row5/priority,应急优先系数,12,12,True
boxes/source_row6/box_id,货箱编号,S001-WAT-03,S001-WAT-03,True
boxes/source_row6/service_id,服务区编号,S001,S001,True
boxes/source_row6/material_type,物资类型,饮用水,饮用水,True
boxes/source_row6/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row6/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row6/first_batch_text,是否首批保障,否,否,True
boxes/source_row6/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row6/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row6/priority,应急优先系数,12,12,True
boxes/source_row7/box_id,货箱编号,S001-WAT-04,S001-WAT-04,True
boxes/source_row7/service_id,服务区编号,S001,S001,True
boxes/source_row7/material_type,物资类型,饮用水,饮用水,True
boxes/source_row7/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row7/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row7/first_batch_text,是否首批保障,否,否,True
boxes/source_row7/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row7/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row7/priority,应急优先系数,12,12,True
boxes/source_row8/box_id,货箱编号,S001-WAT-05,S001-WAT-05,True
boxes/source_row8/service_id,服务区编号,S001,S001,True
boxes/source_row8/material_type,物资类型,饮用水,饮用水,True
boxes/source_row8/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row8/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row8/first_batch_text,是否首批保障,否,否,True
boxes/source_row8/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row8/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row8/priority,应急优先系数,12,12,True
boxes/source_row9/box_id,货箱编号,S001-WAT-06,S001-WAT-06,True
boxes/source_row9/service_id,服务区编号,S001,S001,True
boxes/source_row9/material_type,物资类型,饮用水,饮用水,True
boxes/source_row9/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row9/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row9/first_batch_text,是否首批保障,否,否,True
boxes/source_row9/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row9/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row9/priority,应急优先系数,12,12,True
boxes/source_row10/box_id,货箱编号,S001-WAT-07,S001-WAT-07,True
boxes/source_row10/service_id,服务区编号,S001,S001,True
boxes/source_row10/material_type,物资类型,饮用水,饮用水,True
boxes/source_row10/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row10/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row10/first_batch_text,是否首批保障,否,否,True
boxes/source_row10/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row10/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row10/priority,应急优先系数,12,12,True
boxes/source_row11/box_id,货箱编号,S001-WAT-08,S001-WAT-08,True
boxes/source_row11/service_id,服务区编号,S001,S001,True
boxes/source_row11/material_type,物资类型,饮用水,饮用水,True
boxes/source_row11/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row11/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row11/first_batch_text,是否首批保障,否,否,True
boxes/source_row11/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row11/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row11/priority,应急优先系数,12,12,True
boxes/source_row12/box_id,货箱编号,S001-FOD-01,S001-FOD-01,True
boxes/source_row12/service_id,服务区编号,S001,S001,True
boxes/source_row12/material_type,物资类型,应急食品,应急食品,True
boxes/source_row12/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row12/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row12/first_batch_text,是否首批保障,否,否,True
boxes/source_row12/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row12/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row12/priority,应急优先系数,10,10,True
boxes/source_row13/box_id,货箱编号,S001-FOD-02,S001-FOD-02,True
boxes/source_row13/service_id,服务区编号,S001,S001,True
boxes/source_row13/material_type,物资类型,应急食品,应急食品,True
boxes/source_row13/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row13/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row13/first_batch_text,是否首批保障,否,否,True
boxes/source_row13/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row13/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row13/priority,应急优先系数,10,10,True
boxes/source_row14/box_id,货箱编号,S001-FOD-03,S001-FOD-03,True
boxes/source_row14/service_id,服务区编号,S001,S001,True
boxes/source_row14/material_type,物资类型,应急食品,应急食品,True
boxes/source_row14/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row14/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row14/first_batch_text,是否首批保障,否,否,True
boxes/source_row14/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row14/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row14/priority,应急优先系数,10,10,True
boxes/source_row15/box_id,货箱编号,S001-HYG-01,S001-HYG-01,True
boxes/source_row15/service_id,服务区编号,S001,S001,True
boxes/source_row15/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row15/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row15/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row15/first_batch_text,是否首批保障,否,否,True
boxes/source_row15/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row15/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row15/priority,应急优先系数,8,8,True
boxes/source_row16/box_id,货箱编号,S001-HYG-02,S001-HYG-02,True
boxes/source_row16/service_id,服务区编号,S001,S001,True
boxes/source_row16/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row16/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row16/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row16/first_batch_text,是否首批保障,否,否,True
boxes/source_row16/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row16/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row16/priority,应急优先系数,8,8,True
boxes/source_row17/box_id,货箱编号,S002-MED-01,S002-MED-01,True
boxes/source_row17/service_id,服务区编号,S002,S002,True
boxes/source_row17/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row17/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row17/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row17/first_batch_text,是否首批保障,是,是,True
boxes/source_row17/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row17/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row17/priority,应急优先系数,24,24,True
boxes/source_row18/box_id,货箱编号,S002-WAT-01,S002-WAT-01,True
boxes/source_row18/service_id,服务区编号,S002,S002,True
boxes/source_row18/material_type,物资类型,饮用水,饮用水,True
boxes/source_row18/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row18/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row18/first_batch_text,是否首批保障,是,是,True
boxes/source_row18/first_deadline_s,首批截止时间（s）,3600,3600.0,True
boxes/source_row18/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row18/priority,应急优先系数,12,12,True
boxes/source_row19/box_id,货箱编号,S002-WAT-02,S002-WAT-02,True
boxes/source_row19/service_id,服务区编号,S002,S002,True
boxes/source_row19/material_type,物资类型,饮用水,饮用水,True
boxes/source_row19/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row19/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row19/first_batch_text,是否首批保障,否,否,True
boxes/source_row19/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row19/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row19/priority,应急优先系数,12,12,True
boxes/source_row20/box_id,货箱编号,S002-WAT-03,S002-WAT-03,True
boxes/source_row20/service_id,服务区编号,S002,S002,True
boxes/source_row20/material_type,物资类型,饮用水,饮用水,True
boxes/source_row20/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row20/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row20/first_batch_text,是否首批保障,否,否,True
boxes/source_row20/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row20/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row20/priority,应急优先系数,12,12,True
boxes/source_row21/box_id,货箱编号,S002-WAT-04,S002-WAT-04,True
boxes/source_row21/service_id,服务区编号,S002,S002,True
boxes/source_row21/material_type,物资类型,饮用水,饮用水,True
boxes/source_row21/weight_kg,单箱质量（kg）,14,14.0,True
boxes/source_row21/volume_m3,单箱体积（m³）,0.027,0.027,True
boxes/source_row21/first_batch_text,是否首批保障,否,否,True
boxes/source_row21/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row21/expected_s,期望送达时间（s）,3600,3600.0,True
boxes/source_row21/priority,应急优先系数,12,12,True
boxes/source_row22/box_id,货箱编号,S002-FOD-01,S002-FOD-01,True
boxes/source_row22/service_id,服务区编号,S002,S002,True
boxes/source_row22/material_type,物资类型,应急食品,应急食品,True
boxes/source_row22/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row22/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row22/first_batch_text,是否首批保障,否,否,True
boxes/source_row22/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row22/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row22/priority,应急优先系数,10,10,True
boxes/source_row23/box_id,货箱编号,S002-FOD-02,S002-FOD-02,True
boxes/source_row23/service_id,服务区编号,S002,S002,True
boxes/source_row23/material_type,物资类型,应急食品,应急食品,True
boxes/source_row23/weight_kg,单箱质量（kg）,8,8.0,True
boxes/source_row23/volume_m3,单箱体积（m³）,0.028,0.028,True
boxes/source_row23/first_batch_text,是否首批保障,否,否,True
boxes/source_row23/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row23/expected_s,期望送达时间（s）,7200,7200.0,True
boxes/source_row23/priority,应急优先系数,10,10,True
boxes/source_row24/box_id,货箱编号,S002-HYG-01,S002-HYG-01,True
boxes/source_row24/service_id,服务区编号,S002,S002,True
boxes/source_row24/material_type,物资类型,生活卫生用品,生活卫生用品,True
boxes/source_row24/weight_kg,单箱质量（kg）,6,6.0,True
boxes/source_row24/volume_m3,单箱体积（m³）,0.035,0.035,True
boxes/source_row24/first_batch_text,是否首批保障,否,否,True
boxes/source_row24/first_deadline_s,首批截止时间（s）,,,True
boxes/source_row24/expected_s,期望送达时间（s）,10800,10800.0,True
boxes/source_row24/priority,应急优先系数,8,8,True
boxes/source_row25/box_id,货箱编号,S003-MED-01,S003-MED-01,True
boxes/source_row25/service_id,服务区编号,S003,S003,True
boxes/source_row25/material_type,物资类型,医疗物资,医疗物资,True
boxes/source_row25/weight_kg,单箱质量（kg）,3,3.0,True
boxes/source_row25/volume_m3,单箱体积（m³）,0.012,0.012,True
boxes/source_row25/first_batch_text,是否首批保障,是,是,True
